id,name_bg,name_en,category,era_bg,date_context_bg,date_context_en,date_precision,creator_context_bg,creator_context_en,creator_status,lat,lng,event_ids,person_ids,organization_ids,archive_item_ids,then_now_pair_ids,source_ids,editorial_status
place-house-with-nymphs-plovdiv-q117739724,"House with nymphs, Plovdiv","House with nymphs, Plovdiv",revival,Възраждане,Възраждане,Bulgarian Revival,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14806,24.74528,,,,,,source-wikidata-house-with-nymphs-plovdiv|source-wikimedia-commons-house-with-nymphs-plovdiv003-jpg,needs_editorial_signoff
place-house-with-the-locket-plovdiv-q113633922,"House with the locket, Plovdiv","House with the locket, Plovdiv",revival,Възраждане,Възраждане,Bulgarian Revival,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.15111,24.7475,,,,,,source-wikidata-house-with-the-locket-plovdiv|source-wikimedia-commons-house-with-the-locket-plovdiv08-jpg,needs_editorial_signoff
place-georgi-yovchev-house-plovdiv-q117832121,"Georgi Yovchev house, Plovdiv","Georgi Yovchev house, Plovdiv",revival,Възраждане,Възраждане,Bulgarian Revival,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.145,24.74417,,,,,,source-wikidata-georgi-yovchev-house-plovdiv|source-wikimedia-commons-georgiyovchevhouse-plovdiv011-jpg,needs_editorial_signoff
place-dragan-manchov-house-plovdiv-q117735725,"Dragan Manchov house, Plovdiv","Dragan Manchov house, Plovdiv",revival,Възраждане,Възраждане,Bulgarian Revival,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14861,24.74278,,,,,,source-wikidata-dragan-manchov-house-plovdiv|source-wikimedia-commons-draganmanchov-house-plovdiv001-jpg,needs_editorial_signoff
place-boris-hristov-house-of-culture-q60585662,Дом на културата „Борис Христов“,Boris Hristov House of Culture,revival,Възраждане,Възраждане,Bulgarian Revival,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.142029,24.74295,,,,,,source-wikidata-boris-hristov-house-of-culture|source-wikimedia-commons-dom-na-kulturata-boris-hristov-jpg,needs_editorial_signoff
place-house-of-nikola-nedkovich-q29961368,Къща на Никола Недкович,House of Nikola Nedkovich,revival,Възраждане,1863 г.,1863,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.1424,24.7812,,,,,,source-wikidata-house-of-nikola-nedkovich|source-wikimedia-commons-casa-nedkovich-1-5640619087-jpg,needs_editorial_signoff
place-sahabettin-imaret-mosque-q3409168,Шахбединова Имарет джамия,Şahabettin İmaret Mosque,ottoman,"Османски период, 1445 г.",1445 г.,1445,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.152394,24.746673,,,,,,source-wikidata-sahabettin-imaret-mosque|source-wikimedia-commons-imaret-mosque-plovdiv-jpg,needs_editorial_signoff
place-st-dimitar-church-plovdiv-q12293159,Свети Димитър,"St. Dimitar Church, Plovdiv",religious,"Възраждане, 1838 г.",1838 г.,1838,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.147635,24.751823,,,,,,source-wikidata-st-dimitar-church-plovdiv|source-wikimedia-commons-sv-dimitar-pld-jpg,needs_editorial_signoff
place-st-nedelya-church-q12293066,Света Неделя,St. Nedelya Church,religious,"Възраждане, 1832 г.",1832 г.,1832,year,архитект: Петко Боз,architect: Петко Боз,named,42.149466,24.754903,,,,,,source-wikidata-st-nedelya-church|source-wikimedia-commons-sv-nedelja-plovdiv-jpg,needs_editorial_signoff
place-evangelical-cathedral-plovdiv-q57275218,Евангелска съборна църква,"Evangelical Cathedral, Plovdiv",religious,"Модерен период, 1899 г.",1899 г.,1899,year,архитект: Георги Фингов,architect: Георги Фингов,named,42.14736111,24.74536111,,,,,,source-wikidata-evangelical-cathedral-plovdiv|source-wikimedia-commons-protestantchurchplovdiv-2-jpg,needs_editorial_signoff
place-jewish-cemetery-in-plovdiv-q64578596,Jewish Cemetery in Plovdiv,Jewish Cemetery in Plovdiv,religious,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14777778,24.76555555,,,,,,source-wikidata-jewish-cemetery-in-plovdiv|source-wikimedia-commons-jewish-cemetery-in-plovdiv-b-jpg,needs_editorial_signoff
place-orthodox-church-ascension-of-the-lord-plovdiv-q105105506,"Orthodox Church Ascension of the Lord, Plovdiv","Orthodox Church Ascension of the Lord, Plovdiv",religious,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.1370537,24.7574344,,,,,,source-wikidata-orthodox-church-ascension-of-the-lord-plovdiv|source-wikimedia-commons-plovdiv-2020-08-orthodoxchurchascencion07-jpg,needs_editorial_signoff
place-st-haralampy-church-plovdiv-q63677241,St. Haralampy Church Plovdiv,St. Haralampy Church Plovdiv,religious,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.151,24.7346495,,,,,,source-wikidata-st-haralampy-church-plovdiv|source-wikimedia-commons-pld-03-17-svcharampilij01-jpg,needs_editorial_signoff
place-our-lady-of-lourdes-church-q29035428,Дева Мария Лурдска,Our Lady of Lourdes Church,religious,"Модерен период, 1909 г.",1909 г.,1909,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.131661,24.751785,,,,,,source-wikidata-our-lady-of-lourdes-church|source-wikimedia-commons-tsarkva1-jpg,needs_editorial_signoff
place-saint-ivan-of-rila-church-q57601813,Свети Иван Рилски,Saint Ivan of Rila church,religious,"Модерен период, 1931 г.",1931 г.,1931,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.160871,24.742083,,,,,,source-wikidata-saint-ivan-of-rila-church|source-wikimedia-commons-tsarkva2-jpg,needs_editorial_signoff
place-three-hills-tunnel-plovdiv-q70882697,Тунел под Трихълмието,"Three Hills tunnel, Plovdiv",hill,Географски хълм / исторически топос,1960 г.,1960,year,неприложимо за природен хълм/терен,not applicable for a natural hill or terrain feature,not_applicable,42.1475,24.75083333,,,,,,source-wikidata-three-hills-tunnel-plovdiv|source-wikimedia-commons-tunnel-plovdiv-jpg,needs_editorial_signoff
place-taksim-hill-in-plovdiv-q12295975,Таксим тепе,Taksim Hill in Plovdiv,hill,Географски хълм / исторически топос,Географски хълм / исторически топос,Historic hill / geographic landmark,era,неприложимо за природен хълм/терен,not applicable for a natural hill or terrain feature,not_applicable,42.147232,24.749859,,,,,,source-wikidata-taksim-hill-in-plovdiv|source-wikimedia-commons-pld-04-2019-taksimtepe01-jpg,needs_editorial_signoff
place-dzhambaz-hill-in-plovdiv-q12277962,Джамбаз тепе,Dzhambaz hill in Plovdiv,hill,Географски хълм / исторически топос,Географски хълм / исторически топос,Historic hill / geographic landmark,era,неприложимо за природен хълм/терен,not applicable for a natural hill or terrain feature,not_applicable,42.147178,24.752433,,,,archive-photo-dzhambaztepe-1892,then-now-dzhambaztepe-1892,source-wikidata-dzhambaz-hill-in-plovdiv|source-wikimedia-commons-dzhambaztepe-1892-jpg,needs_editorial_signoff
place-sahat-hill-in-plovdiv-q12293012,Сахат тепе,Sahat hill in Plovdiv,hill,Географски хълм / исторически топос,Географски хълм / исторически топос,Historic hill / geographic landmark,era,неприложимо за природен хълм/терен,not applicable for a natural hill or terrain feature,not_applicable,42.146581,24.74561,,,,archive-photo-ottoman-clock-tower-1936|archive-postcard-ottoman-clock-tower|archive-postcard-sahat-hill-1,then-now-ottoman-clock-tower-1936|then-now-ottoman-clock-tower|then-now-sahat-hill-1,source-wikidata-sahat-hill-in-plovdiv|source-wikimedia-commons-tower-from-old-town-plovdiv-jpg,needs_editorial_signoff
place-halm-na-osvoboditelite-q58079069,Хълм на освободителите,Хълм на освободителите,hill,Географски хълм / исторически топос,1996 г.,1996,year,неприложимо за природен хълм/терен,not applicable for a natural hill or terrain feature,not_applicable,42.14460555,24.73819722,,,,,,source-wikidata-halm-na-osvoboditelite|source-wikimedia-commons-bunardzik-jpg,needs_editorial_signoff
place-djakov-house-plovdiv-q44412888,Джаковата къща,"Djakov House, Plovdiv",civic,"Модерен период, 1925 г.",1925 г.,1925,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14666667,24.75166667,,,,,,source-wikidata-djakov-house-plovdiv|source-wikimedia-commons-klinika-na-tretiya-etazh-jpg,needs_editorial_signoff
place-academy-of-music-dance-and-fine-arts-q12271285,"Академия за музикално, танцово и изобразително изкуство","Academy of Music, Dance and Fine Arts",civic,"Модерен период, 1964 г.",1964 г.,1964,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14761,24.751005,,,,,,source-wikidata-academy-of-music-dance-and-fine-arts|source-wikimedia-commons-amtii-pan-2-jpg,needs_editorial_signoff
place-yellow-school-in-plovdiv-q60728884,Жълто училище,Yellow school in Plovdiv,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.147566,24.751724,,,,,,source-wikidata-yellow-school-in-plovdiv|source-wikimedia-commons-amtii-pan-2-part-jpg,needs_editorial_signoff
place-st-marina-plovdiv-q12293062,Света Марина,"St. Marina, Plovdiv",civic,"Модерен период, 1851 г.",1851 г.,1851,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.146189,24.750561,,,,,,source-wikidata-st-marina-plovdiv|source-wikimedia-commons-sveta-marina-plovdiv-jpg,needs_editorial_signoff
place-encho-pironkov-gallery-q12287461,"Музейна експозиция ""Енчо Пиронков""",Encho Pironkov Gallery,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14861111,24.75111111,,,,,,source-wikidata-encho-pironkov-gallery|source-wikimedia-commons-encho-pironkov-gallery-plovdiv-jpg,needs_editorial_signoff
place-hippocrates-pharmacy-plovdiv-q113632624,"Hippocrates pharmacy, Plovdiv","Hippocrates pharmacy, Plovdiv",civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14861,24.75167,,,,,,source-wikidata-hippocrates-pharmacy-plovdiv|source-wikimedia-commons-drsotirantoniadihouse-plovdiv03-jpg,needs_editorial_signoff
place-sveta-petka-stara-q12293078,Света Петка Стара,Света Петка Стара,civic,"Модерен период, 1836 г.",1836 г.,1836,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14639,24.75354,,,,,,source-wikidata-sveta-petka-stara|source-wikimedia-commons-plovdiv-1-jpg,needs_editorial_signoff
place-georgi-bojilov-house-museum-q20497770,Къща музей „Георги Божилов – Слона“,Georgi Bojilov House-Museum,civic,"Модерен период, 2013 г.",2013 г.,2013,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.148788,24.75226,,,,,,source-wikidata-georgi-bojilov-house-museum|source-wikimedia-commons-georgibojilovhouse1-jpg,needs_editorial_signoff
place-monday-market-in-plovdiv-q60242590,Понеделник пазар,Monday Market in Plovdiv,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.145459,24.753324,,,,,,source-wikidata-monday-market-in-plovdiv|source-wikimedia-commons-monday-market-in-plovdiv-jpg,needs_editorial_signoff
place-dzhumaya-square-q59368698,Римски стадион,Dzhumaya square,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14779,24.747975,,,,archive-postcard-dzhumaya-square-1|archive-postcard-dzhumaya-square-2|archive-postcard-dzhumaya-square-3,then-now-dzhumaya-square-1|then-now-dzhumaya-square-2|then-now-dzhumaya-square-3,source-wikidata-dzhumaya-square|source-wikimedia-commons-plovdiv-bulgarien-019-jpg,needs_editorial_signoff
place-zlatyu-boyadzhiev-exposition-q12291130,Постоянна експозиция „Народен художник Златю Бояджиев“,Zlatyu Boyadzhiev Exposition,civic,"Модерен период, 1984 г.",1984 г.,1984,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.149157,24.752597,,,,,,source-wikidata-zlatyu-boyadzhiev-exposition|source-wikimedia-commons-zlatyu-boyadzhiev-exposition-plovdiv-jpg,needs_editorial_signoff
place-drama-theatre-n-o-masalitinov-q12279120,Драматичен театър „Н. О. Масалитинов“,Drama Theatre N. O. Masalitinov,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14502,24.74891,,,,,,source-wikidata-drama-theatre-n-o-masalitinov|source-wikimedia-commons-glavnata2-jpg,needs_editorial_signoff
place-kino-balkan-q105664675,Балкан,Kino Balkan,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14468465,24.74920548,,,,archive-photo-balkan-cinema-plovdiv,then-now-balkan-cinema-plovdiv,source-wikidata-kino-balkan|source-wikimedia-commons-plovdiv-2021-02-kinobalkan01-jpg,needs_editorial_signoff
place-balabanov-house-q12272873,Балабанова къща,Balabanov house,civic,"Модерен период, 1900 г.",1900 г.,1900,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14972222,24.75166667,,,,,,source-wikidata-balabanov-house|source-wikimedia-commons-plovdiv-old-city-jpg,needs_editorial_signoff
place-hindliyan-house-q19810343,Къща Хиндлиян,Hindliyan house,civic,"Модерен период, 1900 г.",1900 г.,1900,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.149952,24.751282,,,,,,source-wikidata-hindliyan-house|source-wikimedia-commons-casa-hindliyan-01-5641181670-jpg,needs_editorial_signoff
place-stefan-stambolov-square-plovdiv-q59441964,Стефан Стамболов,"Stefan Stambolov square, Plovdiv",civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.144165,24.748975,,,,,,source-wikidata-stefan-stambolov-square-plovdiv|source-wikimedia-commons-fontan-plovdiv-jpg,needs_editorial_signoff
place-kapana-q12282547,Капана,Kapana,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.149843,24.748657,,,,,,source-wikidata-kapana|source-wikimedia-commons-plovdiv119-jpg,needs_editorial_signoff
place-jewish-cultural-centre-shalom-aleichem-plovdiv-q113559164,"Jewish cultural centre Shalom Aleichem, Plovdiv","Jewish cultural centre Shalom Aleichem, Plovdiv",civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14806,24.74556,,,,,,source-wikidata-jewish-cultural-centre-shalom-aleichem-plovdiv|source-wikimedia-commons-jewish-cultural-centre-shalom-aleichem-plovdiv3-jpg,needs_editorial_signoff
place-grain-market-square-in-plovdiv-q60227632,Житен пазар,Grain Market Square in Plovdiv,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.151195,24.754734,,,,,,source-wikidata-grain-market-square-in-plovdiv|source-wikimedia-commons-grain-market-square-in-plovdiv-jpg,needs_editorial_signoff
place-22nd-of-september-square-plovdiv-q60221662,22 септември,"22nd of September Square, Plovdiv",civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14425889,24.74519694,,,,,,source-wikidata-22nd-of-september-square-plovdiv|source-wikimedia-commons-twenty-second-of-september-square-in-plovdiv-jpg,needs_editorial_signoff
place-11th-of-may-square-plovdiv-q60206648,11 май,"11th of May Square, Plovdiv",civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.15247222,24.74869444,,,,,,source-wikidata-11th-of-may-square-plovdiv|source-wikimedia-commons-eleventh-of-may-square-plovdiv-jpg,needs_editorial_signoff
place-pravoslavna-duhovna-akademiya-sv-sv-kiril-i-metodiy-q19706780,Православна духовна академия „Св. св. Кирил и Методий“,Православна духовна академия „Св. св. Кирил и Методий“,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.15275389,24.75152396,,,,,,source-wikidata-pravoslavna-duhovna-akademiya-sv-sv-kiril-i-metodiy|source-wikimedia-commons-st-st-kiril-and-methodii-seminary-in-plovdiv-jpg,needs_editorial_signoff
place-tzar-simeon-garden-q12298697,Цар Симеонова градина,Tzar Simeon Garden,civic,"Модерен период, 1892 г.",1892 г.,1892,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14194722,24.74719722,,,,archive-postcard-tsar-simeon-garden-1915|archive-photo-princes-garden-plovdiv,then-now-tsar-simeon-garden-1915|then-now-princes-garden-plovdiv,source-wikidata-tzar-simeon-garden|source-wikimedia-commons-tzar-simeon-garden-plovdiv-2012-04-jpg,needs_editorial_signoff
place-trimontsium-hotel-in-plovdiv-q60318638,Тримонциум,Trimontsium Hotel in Plovdiv,civic,"Модерен период, 1956 г.",1956 г.,1956,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.141059,24.751106,,,,archive-photo-trimontium-view-1958,then-now-trimontium-view-1958,source-wikidata-trimontsium-hotel-in-plovdiv|source-wikimedia-commons-plovdiv-princess-road-imagesfrombulgaria-jpg,needs_editorial_signoff
place-city-garden-dondukova-garden-q12279001,Градска градина от 1878 (Дондукова градина),City garden (Dondukova Garden),civic,"Модерен период, 1878 г.",1878 г.,1878,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14954444,24.74339722,,,,,,source-wikidata-city-garden-dondukova-garden|source-wikimedia-commons-alley-in-dondukova-garden-plovdiv-bulgaria-05-jpg,needs_editorial_signoff
place-unification-square-plovdiv-q58885892,Съединение,"Unification square, Plovdiv",civic,"Модерен период, 1985 г.",1985 г.,1985,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.151294,24.744439,,,,,,source-wikidata-unification-square-plovdiv|source-wikimedia-commons-monument-of-the-unification-jpg,needs_editorial_signoff
place-panair-han-q60394704,Панаир хан,Панаир хан,civic,"Модерен период, 1500 г.",1500 г.,1500,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.153047,24.745588,,,,,,source-wikidata-panair-han|source-wikimedia-commons-basa-3k-7-327-27-international-fair-plovdiv-1892-jpg,needs_editorial_signoff
place-orta-mezar-q37813975,Орта мезар,Orta mezar,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.149282,24.741285,,,,,,source-wikidata-orta-mezar|source-wikimedia-commons-pb-ortamezar004-jpg,needs_editorial_signoff
place-german-school-in-plovdiv-q98054499,Немско училище,German school in Plovdiv,civic,"Модерен период, 1901 г.",1901 г.,1901,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.139444,24.748333,,,,archive-postcard-german-school-1928,then-now-german-school-1928,source-wikidata-german-school-in-plovdiv|source-wikimedia-commons-the-german-school-plovdiv-1928-jpg,needs_editorial_signoff
place-natsionalno-uchilishte-za-muzikalno-i-tantsovo-izkustvo-dobrin-petkov-q12297325,"Национално училище за музикално и танцово изкуство ""Добрин Петков""",Natsionalno Uchilishte Za Muzikalno I Tantsovo Izkustvo Dobrin Petkov,civic,"Модерен период, 1945 г.",1945 г.,1945,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.139336,24.748375,,,,,,source-wikidata-natsionalno-uchilishte-za-muzikalno-i-tantsovo-izkustvo-dobrin-petkov|source-wikimedia-commons-numti-dobrin-petkov-jpg,needs_editorial_signoff
place-fairground-bridge-q56613441,Моста на Панаира,Fairground Bridge,civic,"Модерен период, 1960 г.",1960 г.,1960,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.15494444,24.74966667,,,,,,source-wikidata-fairground-bridge|source-wikimedia-commons-maritsa-panoramio-jpg,needs_editorial_signoff
place-tsanko-lavrenov-national-high-school-of-art-plovdiv-q12287929,"Национална художествена гимназия ""Цанко Лавренов""","Tsanko Lavrenov National High School of Art, Plovdiv",civic,"Модерен период, 1976 г.",1976 г.,1976,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.15166667,24.74055556,,,,,,source-wikidata-tsanko-lavrenov-national-high-school-of-art-plovdiv|source-wikimedia-commons-tsanko-lavrenov-national-high-school-of-art-plovdiv-jpg,needs_editorial_signoff
place-professional-high-school-of-interior-architecture-and-woodworking-q12291596,Професионална гимназия по вътрешна архитектура и дървообработване,Professional High School of Interior Architecture and Woodworking,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.142297,24.740111,,,,,,source-wikidata-professional-high-school-of-interior-architecture-and-woodworking|source-wikimedia-commons-professional-school-of-interior-architecture-and-woodworking-p,needs_editorial_signoff
place-bunardzhik-q12274023,Бунарджик,Bunardzhik,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.144606,24.738199,,,,,,source-wikidata-bunardzhik|source-wikimedia-commons-bunardzik-jpg,needs_editorial_signoff
place-st-archangel-michael-plovdiv-q28055288,Свети Архангел Михаил,"St. Archangel Michael, Plovdiv",civic,"Модерен период, 1882 г.",1882 г.,1882,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.14844444,24.76522222,,,,,,source-wikidata-st-archangel-michael-plovdiv|source-wikimedia-commons-st-archangel-michael-plovdiv-jpg,needs_editorial_signoff
place-naycho-tsanov-boulevard-in-plovdiv-q31192970,Найчо Цанов,Naycho Tsanov Boulevard in Plovdiv,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.1364,24.7526,,,,,,source-wikidata-naycho-tsanov-boulevard-in-plovdiv|source-wikimedia-commons-naycho-tsanov-boulevard-in-plovdiv-jpg,needs_editorial_signoff
place-hospital-st-josif-plovdiv-q27048499,Свети Йосиф,"Hospital St Josif, Plovdiv",civic,"Модерен период, 1881 г.",1881 г.,1881,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.13683333,24.75638889,,,,archive-photo-chirpan-earthquake-st-josif-1928,then-now-chirpan-earthquake-st-josif-1928,source-wikidata-hospital-st-josif-plovdiv|source-wikimedia-commons-hospital-st-josif-plovdiv-jpg,needs_editorial_signoff
place-gerdzhika-bridge-q56636017,Герджика,Gerdzhika Bridge,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.15347,24.738627,,,,archive-postcard-gerdjica-1931|archive-postcard-old-bridge-gerdjika-1930s,then-now-gerdjica-1931|then-now-old-bridge-gerdjika-1930s,source-wikidata-gerdzhika-bridge|source-wikimedia-commons-maritza-river-panoramio-jpg,needs_editorial_signoff
place-marasha-q12285874,Мараша,Marasha,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.150352,24.73582,,,,,,source-wikidata-marasha|source-wikimedia-commons-basa-1735k-1-345-1-post-card-from-plovdiv-1900-jpg,needs_editorial_signoff
place-ivan-vazov-street-q58177011,Иван Вазов (улица),Ivan Vazov (street),civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.13624,24.742525,,,,,,source-wikidata-ivan-vazov-street|source-wikimedia-commons-plovdiv-bulgaria-street-view-jpg,needs_editorial_signoff
place-secondary-school-ekzarh-antim-i-q106329286,"ОУ ""Екзарх Антим І""",Secondary School Ekzarh Antim I,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.1407,24.7365,,,,,,source-wikidata-secondary-school-ekzarh-antim-i|source-wikimedia-commons-exarch-antim-first-school-in-plovdiv-jpg,needs_editorial_signoff
place-russian-boulevard-in-plovdiv-q58300426,Руски,Russian Boulevard in Plovdiv,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.1362,24.742,,,,,,source-wikidata-russian-boulevard-in-plovdiv|source-wikimedia-commons-russian-boulevard-in-plovdiv-jpg,needs_editorial_signoff
place-vasil-aprilov-boulevard-in-plovdiv-q31192975,Васил Априлов,Vasil Aprilov Boulevard in Plovdiv,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.1363,24.7417,,,,,,source-wikidata-vasil-aprilov-boulevard-in-plovdiv|source-wikimedia-commons-vasil-aprilov-boulevard-in-plovdiv-1-jpg,needs_editorial_signoff
place-st-kliment-ohridski-school-plovdiv-q62022460,Средно училище „Св. Климент Охридски“,"St. Kliment Ohridski School, Plovdiv",civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.136908,24.739579,,,,,,source-wikidata-st-kliment-ohridski-school-plovdiv|source-wikimedia-commons-st-kliment-ohridski-school-plovdiv-1-jpg,needs_editorial_signoff
place-adata-bridge-plovdiv-q56616556,Адата,"Adata Bridge, Plovdiv",civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.156254,24.765463,,,,,,source-wikidata-adata-bridge-plovdiv|source-wikimedia-commons-agata-bridge-plovdiv-jpg,needs_editorial_signoff
place-rhodope-overpass-in-plovdiv-q57069714,Родопи (надлез),Rhodope overpass in Plovdiv,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.13285,24.755785,,,,,,source-wikidata-rhodope-overpass-in-plovdiv|source-wikimedia-commons-naycho-tsanov-boulevard-in-plovdiv-jpg,needs_editorial_signoff
place-park-sankt-peterburg-hotel-q60324839,Санкт Петербург,Park Sankt Peterburg Hotel,civic,"Модерен период, 1981 г.",1981 г.,1981,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.157956,24.735337,,,,,,source-wikidata-park-sankt-peterburg-hotel|source-wikimedia-commons-neka-jpg,needs_editorial_signoff
place-green-bridge-in-plovdiv-q56632059,Зелен мост,Green Bridge in Plovdiv,civic,"Модерен период, 1977 г.",1977 г.,1977,year,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.153247,24.731085,,,,,,source-wikidata-green-bridge-in-plovdiv|source-wikimedia-commons-green-bridge-in-plovdiv-jpg,needs_editorial_signoff
place-brezovsko-shose-in-plovdiv-q60402282,Брезовско шосе,Brezovsko shose in Plovdiv,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.163237,24.748174,,,,,,source-wikidata-brezovsko-shose-in-plovdiv|source-wikimedia-commons-ribnica-roundabout-in-plovdiv-jpg,needs_editorial_signoff
place-zala-stroitel-q61115940,Зала Строител,Зала Строител,civic,Модерен период,Модерен период,Modern period,era,не е идентифициран в текущия публичен източник,not identified in the current public source,not_identified,42.16472222,24.74388889,,,,,,source-wikidata-zala-stroitel|source-wikimedia-commons-stroitel-hall-in-plovdiv-jpg,needs_editorial_signoff
